"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.261369183E1,4.191284180E-3,-1.011895752E-1,7.180717621E0,7.181431783E0
2.262372883E1,1.137634277E-2,-8.936416626E-2,7.342231750E0,7.342784380E0
2.263376483E1,1.945953369E-2,-9.220825195E-2,7.549850006E0,7.550438143E0
2.264380183E1,1.601669312E-2,-9.116043091E-2,7.798183594E0,7.798732854E0
2.265383783E1,2.724334717E-2,-8.217910767E-2,8.057444458E0,8.057909580E0
2.266387483E1,1.781295776E-2,-8.068222046E-2,8.363408203E0,8.363816336E0
2.267391083E1,2.260299683E-2,-7.738906860E-2,8.690627747E0,8.691001703E0
2.268394783E1,3.098556519E-2,-5.763015747E-2,9.022188263E0,9.022425527E0
2.269398383E1,2.140548706E-2,-4.640350342E-2,9.367669830E0,9.367809217E0
2.270402083E1,2.305206299E-2,-3.817062378E-2,9.738299103E0,9.738401194E0
2.271405683E1,2.260299683E-2,-2.320175171E-2,1.011910721E1,1.011915905E1
2.272409383E1,4.355941772E-2,-6.885681152E-3,1.039692947E1,1.039702300E1
2.273412983E1,6.286926270E-2,2.125579834E-2,1.062864761E1,1.062885480E1
2.274416683E1,8.412506104E-2,2.874023438E-2,1.086934708E1,1.086971062E1
2.275420283E1,8.457412720E-2,3.442840576E-2,1.120509888E1,1.120547094E1
2.276423983E1,6.750961304E-2,3.712280273E-2,1.162003601E1,1.162029141E1
2.277427583E1,5.927673340E-2,4.610412598E-2,1.199380875E1,1.199404384E1
2.278431283E1,3.457809448E-2,6.960525513E-2,1.234318222E1,1.234342691E1
2.279434883E1,4.430786133E-2,6.870712280E-2,1.261890884E1,1.261917368E1
2.280438483E1,5.777984619E-2,6.631210327E-2,1.277533356E1,1.277563632E1
2.281442183E1,6.316864014E-2,7.948471069E-2,1.289658142E1,1.289698106E1
2.282445783E1,6.032455444E-2,7.708969116E-2,1.308024948E1,1.308061575E1
2.283449483E1,6.586303711E-2,7.110214233E-2,1.317619995E1,1.317655640E1
2.284453083E1,8.128097534E-2,4.670288086E-2,1.320299423E1,1.320332702E1
2.285456783E1,7.798782349E-2,4.894821167E-2,1.327903610E1,1.327935532E1
2.286460383E1,6.676116943E-2,3.802093506E-2,1.336645432E1,1.336667511E1
2.287464083E1,5.269042969E-2,1.871109009E-2,1.334340225E1,1.334351940E1
2.288467683E1,5.418731689E-2,9.430389404E-3,1.325568466E1,1.325579877E1
2.289471383E1,6.346801758E-2,2.993774414E-3,1.306273590E1,1.306289043E1
2.290474983E1,7.394622803E-2,-2.993774414E-3,1.287502625E1,1.287523894E1
2.291478700E1,6.750961304E-2,5.388793945E-3,1.274419830E1,1.274437825E1
2.292482300E1,5.044509888E-2,9.131011963E-3,1.257624756E1,1.257635204E1
2.293486000E1,2.799179077E-2,-1.496887207E-3,1.245155685E1,1.245158841E1
2.294489600E1,1.317260742E-2,-1.347198486E-2,1.228031296E1,1.228032741E1
2.295493300E1,2.469863892E-2,-1.017883301E-2,1.190309738E1,1.190312736E1
2.296496900E1,3.053649902E-2,-1.571731567E-2,1.152124146E1,1.152129264E1
2.297500600E1,4.161346436E-2,-3.098556519E-2,1.114372650E1,1.114384728E1
2.298504200E1,4.236190796E-2,-2.664459229E-2,1.073911789E1,1.073923449E1
2.299507900E1,4.805007935E-2,-1.975891113E-2,1.032897079E1,1.032910146E1
2.300511500E1,4.370910645E-2,-3.502716064E-2,9.950108643E0,9.950266297E0
2.301515200E1,5.403762817E-2,-3.323089600E-2,9.571994934E0,9.572205147E0
2.302518800E1,4.879852295E-2,-3.218307495E-2,9.273216248E0,9.273400489E0
2.303522500E1,3.173400879E-2,-4.655319214E-2,8.978329468E0,8.978506239E0
2.304526100E1,2.799179077E-2,-5.478607178E-2,8.653055878E0,8.653274587E0
2.305529800E1,2.424957275E-2,-4.236190796E-2,8.330925751E0,8.331068745E0
2.306533400E1,3.023712158E-2,-4.879852295E-2,7.988437958E0,7.988644227E0
2.307537100E1,4.505630493E-2,-5.837860107E-2,7.636819153E0,7.637175191E0
2.308540700E1,3.442840576E-2,-6.122268677E-2,7.408843231E0,7.409176173E0
2.309544400E1,1.631607056E-2,-7.155120850E-2,7.301366730E0,7.301735541E0
2.310548000E1,-2.095642090E-3,-6.765930176E-2,7.165299683E0,7.165619423E0
2.311551700E1,2.694396973E-3,-6.032455444E-2,6.982978821E0,6.983239902E0
2.312555300E1,5.089416504E-3,-5.373825073E-2,6.849306793E0,6.849519490E0
2.313559000E1,1.646575928E-2,-5.269042969E-2,6.695576477E0,6.695804042E0
2.314562600E1,3.218307495E-2,-3.682342529E-2,6.581363983E0,6.581545684E0
2.315566300E1,3.233276367E-2,-4.041595459E-2,6.536607056E0,6.536811964E0
2.316569900E1,3.128494263E-2,-3.263214111E-2,6.556665344E0,6.556821184E0
2.317573600E1,3.218307495E-2,-3.517684937E-2,6.602021027E0,6.602193181E0
2.318577200E1,2.948867798E-2,-3.921844482E-2,6.716981964E0,6.717161184E0
2.319580800E1,1.901046753E-2,-3.098556519E-2,6.904990997E0,6.905086689E0
2.320584500E1,1.601669312E-2,-3.832031250E-2,7.120991821E0,7.121112940E0
2.321588100E1,5.239105225E-3,-4.326004028E-2,7.399263153E0,7.399391467E0
2.322591800E1,7.334747314E-3,-4.086502075E-2,7.644303589E0,7.644416335E0
2.323595400E1,1.556762695E-2,-4.550537109E-2,7.848029938E0,7.848177304E0
2.324599100E1,2.829116821E-2,-4.939727783E-2,8.080047455E0,8.080247976E0
2.325602700E1,3.158432007E-2,-4.490661621E-2,8.336613922E0,8.336794699E0
2.326606400E1,2.439926147E-2,-2.963836670E-2,8.650062103E0,8.650147290E0
2.327610000E1,1.781295776E-2,-3.412902832E-2,9.051227875E0,9.051309747E0
2.328613700E1,1.856140137E-2,-2.859054565E-2,9.479936371E0,9.479997655E0
2.329617300E1,1.676513672E-2,-3.936813354E-2,9.821226654E0,9.821319866E0
2.330621000E1,2.874023438E-2,-4.520599365E-2,1.013467484E1,1.013481641E1
2.331624600E1,4.535568237E-2,-4.715194702E-2,1.043554916E1,1.043575425E1
2.332628300E1,6.541397095E-2,-4.924758911E-2,1.067460205E1,1.067491608E1
2.333631900E1,6.915618896E-2,-3.637435913E-2,1.098969681E1,1.098997460E1
2.334635600E1,7.274871826E-2,-2.200424194E-2,1.130913254E1,1.130938793E1
2.335639200E1,6.721023560E-2,-1.377136230E-2,1.161180313E1,1.161200581E1
2.336642900E1,6.271957397E-2,1.212478638E-2,1.198662369E1,1.198679391E1
2.337646500E1,5.298980713E-2,2.544708252E-2,1.230186813E1,1.230200858E1
2.338650200E1,4.385879517E-2,3.293151855E-2,1.260738281E1,1.260750211E1
2.339653800E1,3.981719971E-2,3.966751099E-2,1.285212387E1,1.285224677E1
2.340657500E1,5.718109131E-2,5.897735596E-2,1.294987061E1,1.295013115E1
2.341661100E1,7.424560547E-2,4.775070190E-2,1.301752991E1,1.301782921E1
2.342664800E1,8.187973022E-2,4.340972900E-2,1.310449905E1,1.310482675E1
2.343668400E1,7.694000244E-2,3.891906738E-2,1.320508987E1,1.320537137E1
2.344672100E1,6.885681152E-2,2.918930054E-2,1.327738953E1,1.327760016E1
2.345675700E1,5.822891235E-2,3.772155762E-2,1.333756439E1,1.333774484E1
2.346679400E1,5.628295898E-2,4.655319214E-2,1.331451233E1,1.331471267E1
2.347683000E1,7.005432129E-2,4.355941772E-2,1.316242859E1,1.316268709E1
2.348686700E1,7.738906860E-2,3.502716064E-2,1.297980835E1,1.298008632E1
2.349690300E1,7.304809570E-2,3.517684937E-2,1.281994080E1,1.282019717E1
2.350694000E1,5.927673340E-2,3.472778320E-2,1.271246429E1,1.271264993E1
2.351697600E1,5.014572144E-2,3.832031250E-2,1.255424332E1,1.255440195E1
2.352701300E1,3.667373657E-2,3.757186890E-2,1.234348160E1,1.234359326E1
2.353704900E1,2.948867798E-2,3.293151855E-2,1.214499435E1,1.214507480E1
2.354708500E1,2.454895020E-2,2.215393066E-2,1.189725952E1,1.189730548E1
2.355712200E1,1.721420288E-2,2.844085693E-2,1.156554932E1,1.156559710E1
2.356715800E1,3.487747192E-2,3.083587646E-2,1.111663284E1,1.111673032E1
2.357719500E1,4.760101318E-2,3.143463135E-2,1.068822372E1,1.068837595E1
2.358723100E1,5.343887329E-2,2.874023438E-2,1.027253815E1,1.027271735E1
2.359726800E1,5.972579956E-2,2.215393066E-2,9.864187317E0,9.864393007E0
2.360730400E1,4.730163574E-2,8.532257080E-3,9.560768280E0,9.560889098E0
2.361734100E1,2.380050659E-2,-5.987548828E-3,9.296118622E0,9.296151018E0
2.362737700E1,1.526824951E-2,-2.814147949E-2,9.015003204E0,9.015060057E0
2.363741400E1,2.814147949E-2,-4.206253052E-2,8.627908173E0,8.628056597E0
2.364745000E1,3.966751099E-2,-6.436614990E-2,8.280330963E0,8.280676142E0
2.365748700E1,3.502716064E-2,-8.367599487E-2,7.997568970E0,7.998083395E0
2.366752300E1,3.457809448E-2,-8.187973022E-2,7.724087677E0,7.724599043E0
2.367756000E1,2.754272461E-2,-1.022373962E-1,7.486381989E0,7.487130716E0
2.368759600E1,2.784210205E-2,-1.110690308E-1,7.259453888E0,7.260356896E0
2.369763300E1,1.930984497E-2,-1.083746338E-1,7.120542755E0,7.121393618E0
2.370766900E1,1.077758789E-2,-1.053808594E-1,6.992409210E0,6.993211554E0
2.371770600E1,1.317260742E-2,-1.041833496E-1,6.834936676E0,6.835743343E0
2.372774200E1,6.885681152E-3,-9.400451660E-2,6.732998657E0,6.733658380E0
2.373777900E1,1.511856079E-2,-9.145980835E-2,6.681805115E0,6.682448134E0
2.374781500E1,2.395019531E-2,-9.086105347E-2,6.595734100E0,6.596403389E0
2.375785200E1,4.296066284E-2,-8.816665649E-2,6.530769196E0,6.531505589E0
2.376788800E1,3.772155762E-2,-9.595046997E-2,6.606960754E0,6.607765115E0
2.377792500E1,3.502716064E-2,-9.086105347E-2,6.763385468E0,6.764086458E0
2.378796100E1,2.350112915E-2,-9.220825195E-2,6.957831116E0,6.958481767E0
2.379799800E1,1.077758789E-2,-7.484436035E-2,7.184908905E0,7.185306800E0
2.380803400E1,3.592529297E-3,-6.721023560E-2,7.406897278E0,7.407203076E0
2.381807100E1,1.182540894E-2,-5.493576050E-2,7.623945923E0,7.624153016E0
2.382810700E1,1.691482544E-2,-4.266128540E-2,7.858957214E0,7.859091207E0
2.383814400E1,2.260299683E-2,-2.320175171E-2,8.082442474E0,8.082507381E0
2.384818000E1,2.499801636E-2,-1.930984497E-2,8.390052795E0,8.390112257E0
2.385821700E1,1.796264648E-2,-1.975891113E-2,8.718320160E0,8.718361055E0
2.386825300E1,2.424957275E-2,-2.409988403E-2,9.068741455E0,9.068805899E0
2.387829000E1,2.395019531E-2,-1.257385254E-2,9.453591156E0,9.453629856E0
2.388832600E1,2.439926147E-2,-1.511856079E-2,9.843829651E0,9.843871499E0
2.389836300E1,2.395019531E-2,-1.616638184E-2,1.018796402E1,1.018800500E1
2.390839900E1,3.547622681E-2,-2.065704346E-2,1.047836014E1,1.047844055E1
2.391843575E1,4.894821167E-2,-1.841171265E-2,1.075124268E1,1.075136987E1
2.392847175E1,6.975494385E-2,-5.089416504E-3,1.098011673E1,1.098033948E1
2.393850775E1,7.768844604E-2,2.215393066E-2,1.126227997E1,1.126256971E1
2.394854475E1,6.242019653E-2,2.754272461E-2,1.161704224E1,1.161724258E1
2.395858075E1,5.837860107E-2,2.978805542E-2,1.202374649E1,1.202392511E1
2.396861775E1,3.577560425E-2,3.397933960E-2,1.235874985E1,1.235884834E1
2.397865375E1,3.667373657E-2,3.847000122E-2,1.262669266E1,1.262680452E1
2.398869075E1,4.355941772E-2,3.847000122E-2,1.285392014E1,1.285405151E1
2.399872675E1,5.673202515E-2,3.083587646E-2,1.297112640E1,1.297128712E1
2.400876375E1,7.020401001E-2,3.038681030E-2,1.304971298E1,1.304993720E1
2.401879975E1,7.918533325E-2,3.098556519E-2,1.309776306E1,1.309803908E1
2.402883675E1,8.113128662E-2,2.574645996E-2,1.313174240E1,1.313201826E1
2.403887275E1,7.753875732E-2,3.203338623E-2,1.317874466E1,1.317901169E1
2.404890975E1,7.289840698E-2,4.326004028E-2,1.318667816E1,1.318695062E1
2.405894575E1,7.708969116E-2,4.475692749E-2,1.318652847E1,1.318682976E1
2.406898275E1,6.346801758E-2,3.936813354E-2,1.314850754E1,1.314871965E1
2.407901875E1,6.451583862E-2,4.071533203E-2,1.302486465E1,1.302508807E1
2.408905575E1,7.439529419E-2,8.532257080E-3,1.280916321E1,1.280938209E1
2.409909175E1,6.691085815E-2,-2.065704346E-2,1.265034348E1,1.265053729E1
2.410912875E1,4.370910645E-2,-2.409988403E-2,1.255289612E1,1.255299535E1
2.411916475E1,3.727249146E-2,-4.086502075E-2,1.236713242E1,1.236725610E1
2.412920175E1,2.709365845E-2,-3.847000122E-2,1.217298615E1,1.217307708E1
2.413923775E1,2.065704346E-2,-3.008743286E-2,1.186313049E1,1.186318663E1
2.414927475E1,2.679428101E-2,-8.981323242E-3,1.149998566E1,1.150002038E1
2.415931075E1,4.730163574E-2,-7.334747314E-3,1.107457031E1,1.107467376E1
2.416934775E1,5.254074097E-2,8.532257080E-3,1.063134201E1,1.063147526E1
2.417938375E1,5.179229736E-2,9.280700684E-3,1.024424698E1,1.024438211E1
2.418942075E1,4.894821167E-2,7.484436035E-3,9.906549225E0,9.906672978E0
2.419945675E1,3.966751099E-2,1.092727661E-2,9.556576996E0,9.556665569E0
2.420949375E1,3.727249146E-2,-4.041595459E-3,9.213939514E0,9.214015788E0
2.421952975E1,3.128494263E-2,-1.586700439E-2,8.981622620E0,8.981691121E0
2.422956675E1,1.332229614E-2,-3.457809448E-2,8.719817047E0,8.719895783E0
2.423960275E1,2.170486450E-2,-4.191284180E-2,8.378826141E0,8.378959082E0
2.424963975E1,1.736389160E-2,-4.326004028E-2,8.039930878E0,8.040066011E0
2.425967575E1,2.888992310E-2,-4.266128540E-2,7.706873474E0,7.707045696E0
2.426971275E1,3.442840576E-2,-3.323089600E-2,7.426805878E0,7.426960021E0
2.427974875E1,2.215393066E-2,-3.308120728E-2,7.226672058E0,7.226781732E0
2.428978575E1,1.182540894E-2,-3.847000122E-2,7.072642365E0,7.072756874E0
2.429982175E1,1.646575928E-3,-4.311035156E-2,6.991960144E0,6.992093239E0
2.430985775E1,1.137634277E-2,-5.553451538E-2,6.887926483E0,6.888159750E0
2.431989475E1,1.556762695E-2,-7.694000244E-2,6.752607880E0,6.753064141E0
2.432993075E1,2.484832764E-2,-7.110214233E-2,6.644981689E0,6.645408536E0
2.433996775E1,3.008743286E-2,-9.026229858E-2,6.614894257E0,6.615578475E0
2.435000375E1,2.589614868E-2,-9.804611206E-2,6.631210327E0,6.631985680E0
2.436004075E1,4.086502075E-2,-1.038839722E-1,6.657705231E0,6.658641060E0
2.437007675E1,3.921844482E-2,-1.076261902E-1,6.755152588E0,6.756123738E0
2.438011375E1,2.335144043E-2,-9.969268799E-2,6.930737457E0,6.931493751E0
2.439014975E1,2.245330811E-2,-8.173004150E-2,7.153324585E0,7.153826708E0
2.440018675E1,8.382568359E-3,-7.170089722E-2,7.412735138E0,7.413086639E0
2.441022275E1,5.688171387E-3,-6.256988525E-2,7.673792267E0,7.674049459E0
2.442025975E1,-4.041595459E-3,-4.475692749E-2,7.940387878E0,7.940515045E0
2.443029575E1,1.017883301E-2,-3.966751099E-2,8.174501038E0,8.174603619E0
2.444033275E1,2.978805542E-2,-5.044509888E-2,8.429420929E0,8.429624501E0
2.445036875E1,3.577560425E-2,-5.718109131E-2,8.746761017E0,8.747021085E0
2.446040575E1,3.143463135E-2,-5.014572144E-2,9.114695892E0,9.114888038E0
2.447044175E1,1.736389160E-2,-5.807922363E-2,9.507928162E0,9.508121404E0
2.448047875E1,2.035766602E-2,-4.984634399E-2,9.862540741E0,9.862687715E0
2.449051475E1,2.739303589E-2,-3.023712158E-2,1.017658768E1,1.017666947E1
2.450055175E1,4.355941772E-2,-1.077758789E-2,1.045186523E1,1.045196156E1
2.451058775E1,5.179229736E-2,3.592529297E-3,1.072175400E1,1.072187969E1
2.452062475E1,5.882766724E-2,2.784210205E-2,1.102427490E1,1.102446702E1
2.453066075E1,6.047424316E-2,3.622467041E-2,1.136436768E1,1.136458631E1
2.454069775E1,6.451583862E-2,3.861968994E-2,1.168904251E1,1.168928435E1
2.455073375E1,5.718109131E-2,4.146377563E-2,1.201506454E1,1.201527215E1
2.456077075E1,3.712280273E-2,3.996688843E-2,1.239826767E1,1.239838766E1
2.457080675E1,4.475692749E-2,2.350112915E-2,1.266186951E1,1.266197042E1
2.458084375E1,4.251159668E-2,1.751358032E-2,1.285556671E1,1.285564893E1
2.459087975E1,5.388793945E-2,2.350112915E-2,1.298115555E1,1.298128867E1
2.460091675E1,7.035369873E-2,2.903961182E-2,1.302007462E1,1.302029708E1
2.461095275E1,8.562194824E-2,5.553451538E-2,1.302202057E1,1.302242047E1
2.462098975E1,9.160949707E-2,8.502319336E-2,1.305614960E1,1.305674782E1
2.463102575E1,6.810836792E-2,9.250762939E-2,1.313728088E1,1.313778312E1
2.464106175E1,6.361770630E-2,8.472381592E-2,1.319431229E1,1.319473766E1
2.465109875E1,7.095245361E-2,7.544311523E-2,1.318817505E1,1.318858169E1
2.466113475E1,7.843688965E-2,6.167175293E-2,1.305914337E1,1.305952455E1
2.467117175E1,7.694000244E-2,4.460723877E-2,1.293609924E1,1.293640496E1
2.468120775E1,7.649093628E-2,2.634521484E-2,1.280033157E1,1.280058723E1
2.469124475E1,6.526428223E-2,1.646575928E-2,1.260438904E1,1.260456876E1
2.470128075E1,5.493576050E-2,2.245330811E-3,1.245110779E1,1.245122918E1
2.471131775E1,3.742218018E-2,1.646575928E-3,1.229543152E1,1.229548858E1
2.472135375E1,2.799179077E-2,2.095642090E-3,1.206940155E1,1.206943419E1
2.473139075E1,3.338058472E-2,9.729766846E-3,1.176598251E1,1.176603389E1
2.474142675E1,2.874023438E-2,4.490661621E-3,1.145492935E1,1.145496629E1
2.475146375E1,1.811233521E-2,-4.790039062E-3,1.109687393E1,1.109688975E1
2.476149975E1,3.397933960E-2,-1.047821045E-2,1.068388275E1,1.068394192E1
2.477153675E1,5.194198608E-2,-3.143463135E-2,1.023945694E1,1.023963693E1
2.478157275E1,6.227050781E-2,-4.939727783E-2,9.861343231E0,9.861663553E0
2.479160975E1,4.565505981E-2,-6.242019653E-2,9.579329681E0,9.579641841E0
2.480164575E1,3.233276367E-2,-7.035369873E-2,9.290280762E0,9.290603408E0
2.481168275E1,3.038681030E-2,-6.885681152E-2,8.975635071E0,8.975950621E0
2.482171875E1,1.541793823E-2,-5.777984619E-2,8.652606812E0,8.652813465E0
2.483175575E1,1.990859985E-2,-4.715194702E-2,8.363707581E0,8.363864188E0
2.484179175E1,2.589614868E-2,-4.311035156E-2,8.024213562E0,8.024371153E0
2.485182875E1,2.439926147E-2,-3.832031250E-2,7.695497131E0,7.695631220E0
2.486186475E1,2.574645996E-2,-4.221221924E-2,7.466323700E0,7.466487417E0
2.487190175E1,1.032852173E-2,-4.251159668E-2,7.313042450E0,7.313173305E0
2.488193775E1,9.430389404E-3,-5.149291992E-2,7.120093689E0,7.120286131E0
2.489197475E1,1.781295776E-2,-6.361770630E-2,6.955436096E0,6.955749838E0
2.490201075E1,1.661544800E-2,-6.855743408E-2,6.869215393E0,6.869577593E0
2.491204775E1,1.646575928E-2,-7.214996338E-2,6.779402161E0,6.779806073E0
2.492208363E1,1.496887207E-2,-7.888595581E-2,6.695277100E0,6.695758546E0
2.493212062E1,2.230361938E-2,-7.933502197E-2,6.626120911E0,6.626633370E0
2.494215662E1,2.589614868E-2,-7.589218140E-2,6.604416046E0,6.604902841E0
2.495219363E1,2.978805542E-2,-5.014572144E-2,6.662195892E0,6.662451203E0
2.496222963E1,3.832031250E-2,-3.802093506E-2,6.743476868E0,6.743692928E0
2.497226563E1,2.859054565E-2,-3.098556519E-2,6.920109558E0,6.920237989E0
2.498230263E1,1.736389160E-2,-3.068618774E-2,7.166347504E0,7.166434238E0
2.499233863E1,7.484436035E-3,-3.532653809E-2,7.436236267E0,7.436323944E0
2.500237563E1,1.272354126E-2,-3.233276367E-2,7.676636353E0,7.676714987E0
2.501241163E1,1.586700439E-2,-4.296066284E-2,7.931256866E0,7.931389088E0
2.502244863E1,2.065704346E-2,-4.490661621E-2,8.199648743E0,8.199797730E0
2.503248463E1,2.933898926E-2,-4.251159668E-2,8.485404510E0,8.485561721E0
2.504252163E1,1.960922241E-2,-4.625381470E-2,8.820557556E0,8.820700626E0
2.505255763E1,2.350112915E-2,-3.128494263E-2,9.151818695E0,9.151902342E0
2.506259463E1,2.859054565E-2,-2.709365845E-2,9.472152557E0,9.472234454E0
2.507263063E1,2.799179077E-2,-1.197509766E-2,9.805659027E0,9.805706293E0
2.508266763E1,2.275268555E-2,-3.891906738E-3,1.016670822E1,1.016673443E1
2.509270363E1,3.787124634E-2,-2.993774414E-3,1.050290909E1,1.050297779E1
2.510274062E1,4.685256958E-2,2.844085693E-3,1.080363373E1,1.080373570E1
2.511277662E1,5.343887329E-2,-1.496887207E-4,1.110001740E1,1.110014603E1
2.512281363E1,7.005432129E-2,-2.245330811E-2,1.140927429E1,1.140951145E1
2.513284963E1,6.331832886E-2,-2.305206299E-2,1.175535461E1,1.175554774E1
2.514288663E1,5.134323120E-2,-2.514770508E-2,1.206835373E1,1.206848915E1
2.515292263E1,4.355941772E-2,-2.020797729E-2,1.239108261E1,1.239117565E1
2.516295963E1,3.158432007E-2,-2.020797729E-2,1.268462219E1,1.268467761E1
2.517299563E1,4.400848389E-2,-1.347198486E-3,1.284688477E1,1.284696021E1
2.518303263E1,6.017486572E-2,8.382568359E-3,1.293789551E1,1.293803816E1
2.519306863E1,6.376739502E-2,1.930984497E-2,1.300839890E1,1.300856952E1
2.520310563E1,7.274871826E-2,3.652404785E-2,1.309177551E1,1.309202858E1
2.521314163E1,8.532257080E-2,3.098556519E-2,1.312725174E1,1.312756559E1
2.522317863E1,8.726852417E-2,3.367996216E-2,1.313578400E1,1.313611706E1
2.523321463E1,7.379653931E-2,4.954696655E-2,1.313862808E1,1.313892875E1
2.524325163E1,7.499404907E-2,3.832031250E-2,1.313308960E1,1.313335962E1
2.525328763E1,7.753875732E-2,2.679428101E-2,1.302231995E1,1.302257835E1
2.526332463E1,6.631210327E-2,2.963836670E-2,1.287921753E1,1.287942234E1
2.527336062E1,6.855743408E-2,3.233276367E-2,1.273282196E1,1.273304758E1
2.528339763E1,6.496490479E-2,4.326004028E-2,1.257040970E1,1.257065201E1
2.529343363E1,6.735992432E-2,3.742218018E-2,1.237237152E1,1.237261148E1
2.530347063E1,4.430786133E-2,4.026626587E-2,1.219424194E1,1.219438892E1
2.531350663E1,2.903961182E-2,4.281097412E-2,1.200563416E1,1.200574561E1
2.532354263E1,2.918930054E-2,3.308120728E-2,1.175280991E1,1.175289271E1
2.533357963E1,2.409988403E-2,3.143463135E-2,1.138517441E1,1.138524331E1
2.534361563E1,4.281097412E-2,2.559677124E-2,1.098281113E1,1.098292439E1
2.535365263E1,4.400848389E-2,3.742218018E-3,1.061382843E1,1.061392033E1
2.536368863E1,3.293151855E-2,-6.885681152E-3,1.024334885E1,1.024340410E1
2.537372563E1,4.415817261E-2,-1.781295776E-2,9.869276733E0,9.869391597E0
2.538376163E1,3.502716064E-2,-3.367996216E-2,9.553134155E0,9.553257739E0
2.539379863E1,3.023712158E-2,-4.236190796E-2,9.255103912E0,9.255250253E0
2.540383463E1,2.170486450E-2,-5.284011841E-2,8.967851257E0,8.968033193E0
2.541387163E1,2.469863892E-2,-4.595443726E-2,8.632398834E0,8.632556485E0
2.542390763E1,2.529739380E-2,-3.547622681E-2,8.334667969E0,8.334781861E0
2.543394463E1,1.422042847E-2,-4.116439819E-2,8.050109711E0,8.050227517E0
2.544398063E1,7.933502197E-3,-5.792953491E-2,7.764653320E0,7.764873467E0
2.545401763E1,3.023712158E-2,-6.900650024E-2,7.477999420E0,7.478378936E0
2.546405363E1,2.395019531E-2,-7.200027466E-2,7.290439453E0,7.290834319E0
2.547409063E1,1.811233521E-2,-8.936416626E-2,7.179819489E0,7.180398450E0
2.548412663E1,7.185058594E-3,-1.047821045E-1,7.028484192E0,7.029268877E0
2.549416362E1,8.981323242E-3,-1.094224548E-1,6.899901581E0,6.900775012E0
2.550419962E1,1.332229614E-2,-1.041833496E-1,6.801705780E0,6.802516679E0
2.551423663E1,1.901046753E-2,-1.151106262E-1,6.725663910E0,6.726675768E0
2.552427263E1,2.424957275E-2,-1.064286804E-1,6.665638733E0,6.666532444E0
2.553430963E1,3.652404785E-2,-8.696914673E-2,6.644832001E0,6.645501483E0
2.554434563E1,3.472778320E-2,-8.098159790E-2,6.685846710E0,6.686427317E0
2.555438263E1,2.035766602E-2,-7.649093628E-2,6.816075897E0,6.816535479E0
2.556441863E1,2.664459229E-2,-8.187973022E-2,6.991511078E0,6.992041288E0
2.557445563E1,2.634521484E-2,-8.128097534E-2,7.196584625E0,7.197091839E0
2.558449163E1,2.514770508E-2,-8.128097534E-2,7.457791443E0,7.458276759E0
2.559452863E1,8.532257080E-3,-8.951385498E-2,7.738308105E0,7.738830523E0
2.560456463E1,9.131011963E-3,-8.068222046E-2,7.996970215E0,7.997382423E0
2.561460163E1,1.676513672E-2,-7.155120850E-2,8.248746643E0,8.249073998E0
2.562463763E1,3.023712158E-2,-6.466552734E-2,8.529712372E0,8.530011082E0
2.563467463E1,3.457809448E-2,-5.134323120E-2,8.809181213E0,8.809398698E0
2.564471063E1,3.278182983E-2,-3.008743286E-2,9.125772858E0,9.125881336E0
2.565474663E1,2.395019531E-2,-1.032852173E-2,9.485624542E0,9.485660401E0
2.566478362E1,2.155517578E-2,1.077758789E-2,9.836794281E0,9.836823802E0
2.567481962E1,2.769241333E-2,1.796264648E-2,1.019110748E1,1.019116094E1
2.568485663E1,2.859054565E-2,4.056564331E-2,1.052087173E1,1.052098879E1
2.569489263E1,5.059478760E-2,4.565505981E-2,1.081156723E1,1.081178201E1
2.570492963E1,6.256988525E-2,4.969665527E-2,1.109268265E1,1.109297043E1
2.571496563E1,5.852828979E-2,4.520599365E-2,1.141062149E1,1.141086114E1
2.572500263E1,4.894821167E-2,3.353027344E-2,1.175819870E1,1.175834839E1
2.573503863E1,5.628295898E-2,2.724334717E-2,1.207928101E1,1.207944285E1
2.574507563E1,4.745132446E-2,2.260299683E-2,1.238225098E1,1.238236253E1
2.575511163E1,4.026626587E-2,2.739303589E-2,1.262609390E1,1.262618782E1
2.576514863E1,3.936813354E-2,3.667373657E-2,1.284074753E1,1.284086025E1
2.577518463E1,3.772155762E-2,5.089416504E-2,1.299552567E1,1.299568007E1
2.578522163E1,5.628295898E-2,5.718109131E-2,1.303908508E1,1.303933193E1
2.579525763E1,6.855743408E-2,5.703140259E-2,1.303923477E1,1.303953972E1
2.580529463E1,8.068222046E-2,4.221221924E-2,1.307231598E1,1.307263311E1
2.581533063E1,8.547225952E-2,3.053649902E-2,1.308578796E1,1.308610273E1
2.582536763E1,8.143066406E-2,2.155517578E-2,1.309282333E1,1.309309430E1
2.583540362E1,6.825805664E-2,6.436614990E-3,1.311168411E1,1.311186336E1
2.584544063E1,7.214996338E-2,3.891906738E-3,1.305315582E1,1.305335580E1
2.585547663E1,8.083190918E-2,3.592529297E-3,1.289253983E1,1.289279372E1
2.586551363E1,7.753875732E-2,6.436614990E-3,1.271351212E1,1.271375019E1
2.587554963E1,7.259902954E-2,1.272354126E-2,1.254840546E1,1.254862192E1
2.588558662E1,5.792953491E-2,3.008743286E-2,1.239138199E1,1.239155392E1
